year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
2024,marriage,,,131
2024,residence,,,7
2025,any,,,49
2025,birth,,317,42911
2025,death,,285,47037
2025,marriage,,,83
2025,residence,,,9
2026,birth,,53,42056
2026,death,,22,48109
2026,residence,,,6
2027,birth,,61,45871
2027,death,,39,54083
2027,marriage,,,8
2027,residence,,,2
2028,any,,,1
2028,birth,,77,34356
2028,death,,59,40375
2028,marriage,,,6
2028,residence,,,14
2029,birth,,33,1362
2029,death,,24,1695
2030,birth,,92,1004
2030,death,,82,1461
2031,birth,,63,1172
2031,death,,54,1674
2032,any,,,4
2032,birth,,19,1193
2032,death,,12,1680
2033,any,,,13
2033,birth,,61,536
2033,death,,54,771
2033,residence,,,10
2034,birth,,49,118
2034,death,,42,113
2035,birth,,214,364
2035,death,,210,351
2036,birth,,31,54
2036,death,,18,48
2037,birth,,20,64
2037,death,,19,60
2038,birth,,66,78
2038,death,,62,73
2039,birth,,20,46
2039,death,,10,44
2040,birth,,127,113
2040,death,,123,102
2041,birth,,23,68
2041,death,,21,66
2042,birth,,15,33
2042,death,,14,28
2043,birth,,38,86
2043,death,,33,81
2044,birth,,36,72
2044,death,,35,68
2045,birth,,811,260
2045,death,,815,256
2046,birth,,34,52
2046,death,,34,48
2047,birth,,33,25
2047,death,,30,21
2048,birth,,55,83
2048,death,,52,82
2049,birth,,27,27
2049,death,,24,22
2050,birth,,123,146
2050,death,,122,145
2051,birth,,96,35
2051,death,,94,31
2052,birth,,17,15
2052,death,,14,12
2053,birth,,59,41
2053,death,,59,39
2054,birth,,82,38
2054,death,,76,35
2055,birth,,328,865
2055,death,,327,869
2056,birth,,20,44
2056,death,,16,38
2057,birth,,17,34
2057,death,,16,32
2058,birth,,74,76
2058,death,,72,70
2059,birth,,28,35
2059,death,,26,34
2060,birth,,57,142
2060,death,,58,142
2061,birth,,30,100
2061,death,,22,100
2062,birth,,21,24
2062,death,,21,22
2063,birth,,47,72
2063,death,,44,69
2064,birth,,34,101
2064,death,,32,100
2065,birth,,270,354
2065,death,,269,355
2066,birth,,21,23
2066,death,,20,22
2067,birth,,13,20
2067,death,,10,18
2068,birth,,26,86
2068,death,,26,84
2069,birth,,27,30
2069,death,,26,30
2070,birth,,76,72
2070,death,,75,72
2071,birth,,38,31
2071,death,,38,25
2072,birth,,38,26
2072,death,,38,26
2073,birth,,43,51
2073,death,,43,50
2074,birth,,58,40
2074,death,,58,38
2075,birth,,455,288
2075,death,,456,287
2076,birth,,38,52
2076,death,,32,52
2077,birth,,29,17
2077,death,,24,12
2078,birth,,35,32
2078,death,,32,32
2079,birth,,36,35
2079,death,,32,34
2080,birth,,115,78
2080,death,,109,79
2081,birth,,51,38
2081,death,,48,38
2082,birth,,42,45
2082,death,,39,42
2083,birth,,102,42
2083,death,,96,43
2084,birth,,100,61
2084,death,,98,60
2085,birth,,373,477
2085,death,,370,478
2086,birth,,39,38
2086,death,,36,30
2087,birth,,18,40
2087,death,,18,36
2088,birth,,51,39
2088,death,,46,36
2089,birth,,18,33
2089,death,,18,32
2090,birth,,183,120
2090,death,,182,113
2091,birth,,105,53
2091,death,,104,50
2092,birth,,35,46
2092,death,,98,45
2093,birth,,60,109
2093,death,,60,103
2094,birth,,160,105
2094,death,,159,104
2095,birth,,420,401
2095,death,,418,398
2096,birth,,16,52
2096,death,,14,51
2097,birth,,23,26
2097,death,,20,24
2098,birth,,27,52
2098,death,,26,52
2099,birth,,27,22
2099,death,,16,22
2100,birth,,22,58
2100,death,,12,58
2101,birth,,27,117
2101,death,,18,114
2102,birth,,20,30
2102,death,,13,28
2103,birth,,16,64
2103,death,,10,62
2104,birth,,41,181
2104,death,,37,173
2105,birth,,40,463
2105,death,,32,456
2106,birth,,28,27
2106,death,,23,17
2107,birth,,30,25
2107,death,,24,20
2108,birth,,10,36
2108,death,,12,32
2109,birth,,13,20
2109,death,,12,16
2110,birth,,9,28
2110,death,,6,20
2111,birth,,7,24
2111,death,,7,18
2112,birth,,7,13
2112,death,,4,13
2113,birth,,8,11
2113,death,,8,10
2114,birth,,,42
2114,death,,,39
2115,birth,,10,39
2115,death,,10,36
2116,birth,,12,22
2116,death,,15,21
2117,birth,,5,28
2117,death,,4,24
2118,birth,,14,12
2118,death,,15,13
2119,birth,,1,12
2119,death,,1,12
2120,birth,,1,6
2120,death,,,6
2121,birth,,,9
2121,death,,,9
2122,birth,,5,5
2122,death,,2,4
2123,birth,,,9
2123,death,,,9
2124,birth,,2,2
2124,death,,2,2
2125,birth,,8,10
2125,death,,8,10
2126,birth,,2,16
2126,death,,2,19
2127,birth,,6,4
2127,death,,6,4
2128,birth,,2,16
2128,death,,2,17
2130,birth,,6,1
2130,death,,6,
2131,birth,,5,
2131,death,,4,
2132,birth,,1,2
2132,death,,,2
2133,birth,,1,2
2133,death,,,2
2135,birth,,,12
2135,death,,,12
2137,birth,,,7
2137,death,,,6
2138,birth,,,4
2138,death,,,4
2140,birth,,5,6
2140,death,,4,6
2141,birth,,4,5
2141,death,,4,4
2142,birth,,2,1
2142,death,,2,
2144,birth,,,1
2145,birth,,28,
2145,death,,28,
2147,birth,,2,
2147,death,,2,
2148,birth,,4,
2148,death,,4,
2149,birth,,2,
2150,birth,,3,4
2150,death,,2,4
2151,birth,,5,4
2151,death,,4,4
2152,birth,,3,5
2152,death,,2,4
2153,birth,,2,
2153,death,,2,
2154,birth,,,1
2155,birth,,5,31
2155,death,,4,30
2157,birth,,,2
2157,death,,,2
2158,birth,,,4
2158,death,,,4
2159,birth,,,2
2160,birth,,,2
2160,death,,,2
2161,birth,,,4
2161,death,,,4
2163,birth,,,2
2163,death,,,2
2164,birth,,2,2
2164,death,,2,2
2165,birth,,4,2
2165,death,,,2
2166,birth,,,1
2167,birth,,1,
2169,birth,,1,
2171,birth,,2,1
2171,death,,2,
2174,birth,,,2
2174,death,,,2
2175,birth,,6,4
2175,death,,6,
2178,birth,,3,
2178,death,,2,
2179,birth,,4,1
2179,death,,4,
2180,birth,,2,
2180,death,,2,
2181,birth,,4,4
2181,death,,4,4
2182,birth,,,1
2185,birth,,3,8
2185,death,,2,8
2188,birth,,,2
2188,death,,,2
2189,birth,,1,4
2189,death,,,4
2190,birth,,,2
2190,death,,,2
2191,birth,,4,2
2191,death,,4,2
2193,birth,,5,1
2193,death,,4,
2194,birth,,4,2
2194,death,,2,
2195,birth,,48,3
2195,death,,46,2
2196,birth,,17,
2196,death,,16,
2197,birth,,26,4
2197,death,,24,2
2198,birth,,9,
2198,death,,4,
2199,birth,,7,2
2199,death,,2,
2200,birth,,15,7
2200,death,,14,6
2201,birth,,9,7
2201,death,,4,6
2202,birth,,21,
2202,death,,14,
2203,birth,,12,9
2203,death,,8,6
2204,birth,,15,7
2204,death,,2,2
2205,birth,,12,53
2205,death,,10,51
2206,birth,,4,18
2206,death,,,16
2207,birth,,3,13
2207,death,,,10
2208,birth,,10,9
2208,death,,11,4
2209,birth,,4,6
2209,death,,,4
2210,birth,,3,8
2210,death,,,8
2211,birth,,1,10
2211,death,,,4
2212,birth,,3,22
2212,death,,2,14
2213,birth,,4,8
2213,death,,5,6
2214,birth,,2,11
2214,death,,2,2
2215,birth,,12,11
2215,death,,12,8
2216,birth,,4,4
2216,death,,4,
2217,birth,,40,17
2217,death,,39,16
2218,birth,2,6,8
2218,death,2,7,11
2219,birth,,,1
2220,birth,,4,
2220,death,,4,
2221,birth,,4,
2221,death,,2,
2222,birth,,4,2
2222,death,,4,2
2223,birth,,,4
2223,death,,,5
2224,birth,,1,6
2224,death,,,6
2225,birth,,,12
2225,death,,,12
2226,birth,,,6
2226,death,,,6
2227,birth,,3,42
2227,death,,2,41
2228,birth,,2,9
2228,death,,2,10
2229,birth,,2,
2229,death,,2,
2231,birth,,2,4
2231,death,,2,2
2232,birth,,1,4
2232,death,,,4
2233,birth,,2,
2233,death,,2,
2234,birth,,1,
2236,birth,,3,1
2236,death,,2,
2237,birth,,,3
2237,death,,,2
2238,birth,,,3
2238,death,,,2
2239,birth,,,2
2239,death,,,2
2240,birth,,9,
2240,death,,8,
2241,birth,,,4
2241,death,,,4
2243,birth,,,2
2243,death,,,2
2244,birth,,,2
2244,death,,,2
2246,birth,,4,3
2246,death,,4,2
2248,birth,,2,
2248,death,,2,
2250,birth,,6,13
2250,death,,6,12
2256,birth,,4,4
2256,death,,4,4
2257,birth,,3,
2257,death,,2,
2258,birth,,2,2
2258,death,,2,2
2260,birth,,6,2
2260,death,,6,2
2264,birth,,2,
2264,death,,2,
2266,birth,,,4
2266,death,,,4
2267,birth,,,3
2267,death,,,2
2268,birth,,,2
2268,death,,,2
2270,birth,,1,6
2270,death,,,6
2274,birth,,,4
2274,death,,,4
2275,birth,,7,
2275,death,,6,
2277,birth,,5,
2277,death,,4,
2278,birth,,2,
2278,death,,2,
2279,birth,,,1
2280,birth,,3,1
2280,death,,2,
2281,death,,1,
2283,birth,,2,
2283,death,,2,
2284,birth,,5,4
2284,death,,5,3
2284,residence,,3,3
2285,birth,,,6
2285,death,,,7
2286,birth,,1,
2287,birth,,,4
2287,death,,,4
2288,birth,,,2
2288,death,,,2
2289,birth,,,1
2290,birth,,,2
2290,death,,,2
2293,birth,,4,2
2293,death,,4,2
2294,birth,,,2
2294,death,,,2
2295,birth,,16,
2295,death,,16,
2296,birth,,12,1
2296,death,,10,
2297,birth,,6,
2297,death,,6,
2299,birth,,4,
2299,death,,2,
2300,birth,,9,
2300,death,,5,
2301,birth,,3,
2301,death,,2,
2302,birth,,2,
2303,birth,,15,4
2303,death,,8,4
2304,birth,,14,2
2304,death,,2,
2305,birth,,3,20
2305,death,,3,18
2306,birth,,5,13
2306,death,,4,10
2307,birth,,13,9
2307,death,,6,6
2308,birth,,7,13
2309,birth,,5,6
2309,death,,,2
2310,birth,,,7
2310,death,,,5
2311,birth,,1,7
2311,death,,,2
2312,birth,,2,7
2312,death,,2,
2313,birth,,2,13
2313,death,,2,8
2314,birth,,,3
2314,death,,,2
2315,birth,,4,4
2315,death,,4,3
2316,birth,,2,5
2316,death,,2,4
2317,birth,,2,8
2317,death,,2,6
2318,birth,,12,
2318,death,,15,
2321,birth,,2,
2322,birth,,,2
2322,death,,,2
2323,birth,,,4
2323,death,,,4
2324,birth,,1,
2325,birth,,,6
2325,death,,,4
2326,birth,,2,2
2326,death,,2,2
2327,birth,,2,2
2327,death,,2,2
2328,birth,,3,13
2328,death,,2,15
2329,birth,,1,
2330,birth,,7,7
2330,death,,2,
2332,birth,,,1
2333,birth,,,1
2336,birth,,2,2
2336,death,,2,2
2337,birth,,,2
2337,death,,,2
2338,birth,,,2
2338,death,,,2
2340,birth,,19,2
2340,death,,18,2
2342,birth,,5,3
2342,death,,5,3
2342,residence,,3,3
2343,birth,,1,
2344,birth,,3,3
2344,death,,3,3
2344,residence,,3,3
2345,birth,,4,
2345,death,,4,
2346,birth,,1,2
2346,death,,,2
2348,birth,,2,2
2348,death,,2,2
2350,birth,,,20
2350,death,,,18
2351,birth,,2,
2351,death,,2,
2352,birth,,,2
2352,death,,,2
2353,birth,,2,1
2353,death,,2,
2355,birth,,2,4
2355,death,,2,4
2357,birth,,1,
2360,birth,,8,2
2360,death,,8,2
2361,birth,,,3
2361,death,,,2
2363,birth,,,2
2363,death,,,2
2364,birth,,4,
2364,death,,4,
2365,birth,,,2
2365,death,,,2
2366,birth,,,1
2368,birth,,2,
2368,death,,2,
2369,birth,,2,1
2370,birth,,2,8
2370,death,,2,8
2374,birth,,1,4
2374,death,,,4
2376,birth,,1,
2377,birth,,1,
2378,birth,,,2
2378,death,,,2
2379,birth,,,1
2380,birth,,,3
2380,death,,,2
2381,birth,,2,1
2384,birth,,,1
2385,birth,,,1
2386,birth,,3,
2386,death,,2,
2391,birth,,,1
2394,birth,,8,
2394,death,,8,
2395,birth,,11,
2395,death,,10,
2396,birth,,,3
2396,death,,,2
2397,birth,,7,
2397,death,,6,
2398,birth,,10,1
2398,death,,6,
2399,birth,,2,1
2400,birth,,3,1
2401,birth,,10,
2401,death,,4,
2402,birth,,9,
2402,death,,4,
2403,birth,,9,2
2403,death,,6,
2404,birth,,4,10
2404,death,,,8
2405,birth,,10,16
2405,death,,2,10
2406,birth,,8,5
2406,death,,2,
2407,birth,,29,11
2407,death,,22,6
2408,birth,,3,13
2408,death,,,6
2409,birth,,5,3
2410,birth,,5,2
2410,death,,2,
2411,birth,,3,9
2411,death,,,4
2412,birth,,,8
2412,death,,,4
2413,birth,,,11
2413,death,,,6
2414,birth,,1,4
2415,birth,,,11
2415,death,,,2
2416,birth,,,6
2416,death,,,2
2417,birth,,1,27
2417,death,,,22
2420,birth,,5,2
2420,death,,2,2
2421,birth,,3,1
2421,death,,2,
2424,birth,,2,
2424,death,,2,
2426,birth,,2,
2426,death,,2,
2427,birth,,7,
2427,death,,6,
2430,birth,,,2
2430,death,,,2
2431,birth,,,3
2431,death,,,2
2432,birth,,4,
2432,death,,4,
2434,birth,,1,2
2434,death,,,2
2435,birth,,3,
2435,death,,2,
2436,birth,,3,2
2436,death,,2,2
2437,birth,,,6
2437,death,,,6
2438,birth,,2,
2438,death,,2,
2439,birth,,2,
2439,death,,2,
2440,birth,,10,
2440,death,,6,
2441,birth,,,2
2441,death,,,2
2442,birth,,1,4
2442,death,,,4
2443,birth,,13,
2443,death,,12,
2444,birth,,2,2
2444,death,,2,2
2445,birth,,2,2
2445,death,,2,2
2446,birth,,3,5
2446,death,,2,2
2448,birth,,,2
2448,death,,,2
2449,birth,,2,4
2449,death,,2,4
2450,birth,,2,8
2450,death,,2,8
2451,birth,,,2
2451,death,,,2
2452,birth,,2,4
2452,death,,2,4
2453,birth,,6,15
2453,death,,4,14
2454,birth,,,2
2454,death,,,2
2455,birth,,4,2
2455,death,,2,2
2456,birth,,4,4
2456,death,,2,4
2459,birth,,3,
2459,death,,2,
2460,birth,,3,2
2460,death,,,2
2462,birth,,4,
2462,death,,2,
2463,birth,,,6
2463,death,,,6
2464,birth,,3,
2465,birth,,4,6
2465,death,,2,6
2466,birth,,2,1
2467,birth,,6,
2468,birth,,6,
2468,death,,6,
2469,birth,,2,2
2469,death,,,2
2470,birth,,6,
2471,birth,,1,7
2472,birth,,4,2
2472,death,,,2
2473,birth,,4,2
2473,death,,,2
2474,birth,,2,
2475,birth,,7,4
2475,death,,,4
2476,birth,,6,3
2476,death,,6,
2477,birth,,3,
2477,death,,2,
2478,birth,,2,6
2478,death,,2,6
2479,birth,,3,
2479,death,,2,
2480,birth,,2,4
2480,death,,,4
2481,birth,,4,
2481,death,,2,
2482,birth,,4,
2482,death,,4,
2483,birth,,1,
2485,birth,,6,
2485,death,,6,
2486,birth,,1,2
2486,death,,,2
2487,birth,,4,2
2487,death,,2,2
2488,birth,,,2
2488,death,,,2
2489,birth,,2,2
2489,death,,,2
2490,birth,,8,2
2490,death,,4,
2491,birth,,1,4
2491,death,,,2
2492,birth,,7,4
2492,death,,4,4
2493,birth,,1,
2494,birth,,7,2
2494,death,,,2
2495,birth,,63,7
2495,death,,54,6
2496,birth,,8,
2496,death,,6,
2497,birth,,8,3
2497,death,,4,2
2498,birth,,11,7
2498,death,,6,
2499,birth,,11,1
2499,death,,6,
2500,birth,,11,6
2500,death,,5,4
2501,birth,,7,1
2501,death,,2,
2502,birth,,9,6
2502,death,,,4
2503,birth,,14,1
2503,death,,6,
2504,birth,,9,2
2505,birth,,8,63
2505,death,,4,58
2506,birth,,22,13
2506,death,,14,6
2507,birth,,14,13
2507,death,,8,4
2508,birth,,6,12
2508,death,,,6
2509,birth,,4,13
2509,death,,,6
2510,birth,,22,11
2510,death,,8,7
2511,birth,,7,6
2511,death,,2,3
2512,birth,,7,7
2512,death,,1,
2513,birth,,5,9
2513,death,,,6
2514,birth,,8,10
2514,death,,4,2
2515,birth,,3,3
2515,death,,,4
2516,birth,,2,15
2516,death,,,15
2517,birth,,10,20
2517,death,,10,17
2518,birth,,3,3
2518,death,,,2
2519,birth,,6,
2520,birth,,6,9
2520,death,,6,7
2521,birth,,4,2
2521,death,,,2
2522,birth,,1,2
2523,birth,,3,3
2523,death,,2,
2524,birth,,9,4
2524,death,,2,4
2525,birth,,9,4
2525,death,,2,4
2527,birth,,6,10
2527,death,,1,10
2528,birth,,6,1
2528,death,,2,
2529,birth,,4,2
2529,death,,,2
2530,birth,,1,5
2530,death,,,6
2531,birth,,7,
2531,death,,4,1
2532,birth,,4,
2532,death,,2,
2533,birth,,4,2
2533,death,,,2
2534,birth,,17,4
2534,death,,12,4
2535,birth,,9,2
2535,death,,2,2
2536,birth,,1,
2537,birth,,8,1
2538,birth,,2,3
2538,death,,,2
2539,birth,,6,
2539,death,,5,
2540,birth,,13,2
2540,death,,8,2
2541,birth,,2,7
2541,death,,,6
2542,birth,,5,2
2542,death,,,2
2543,birth,,6,2
2543,death,,,2
2544,birth,,7,14
2544,death,,,12
2545,birth,,8,5
2545,death,,2,2
2546,birth,,8,
2546,death,,4,
2547,birth,,4,2
2547,death,,2,2
2548,birth,,10,
2549,birth,,10,2
2549,death,,,3
2550,birth,,25,15
2550,death,,12,14
2551,birth,,11,
2551,death,,3,
2552,birth,,19,1
2553,birth,,10,3
2553,death,,4,2
2554,birth,,11,1
2555,birth,,5,6
2555,death,,2,2
2556,birth,,4,2
2556,death,,5,2
2557,birth,,,6
2557,death,,3,6
2558,birth,,2,
2558,death,,2,
2559,birth,,4,1
2559,death,,4,
2560,birth,,6,12
2560,death,,6,12
2561,birth,,,2
2561,death,,,3
2562,birth,,2,2
2562,death,,,2
2563,birth,,,3
2563,death,,,2
2564,birth,,3,2
2564,death,,2,2
2565,birth,,,3
2565,death,,,2
2566,birth,,,5
2566,death,,,5
2567,death,,,3
2568,birth,,,2
2568,death,,,2
2569,birth,,,4
2569,death,,,4
2570,birth,,,6
2570,death,,,6
2572,birth,,1,
2573,birth,,2,
2574,birth,,,2
2574,death,,,2
2575,birth,,6,1
2575,death,,6,
2576,birth,,2,
2576,death,,2,
2578,death,,1,
2580,birth,,1,
2581,birth,,3,
2581,death,,2,
2582,birth,,,1
2583,birth,,,2
2584,birth,,,1
2585,birth,,,6
2585,death,,,6
2586,birth,,,2
2586,death,,,2
2588,death,,,1
2591,birth,,,5
2591,death,,,4
2593,death,,1,
2595,birth,,5,
2595,death,,4,
2596,birth,,2,
2596,death,,2,
2597,birth,,6,
2597,death,,6,
2598,birth,,4,
2598,death,,2,
2599,birth,,4,
2600,birth,,4,
2600,death,,1,
2601,birth,,6,
2601,death,,4,
2602,birth,,9,
2602,death,,2,
2603,birth,,6,2
2603,death,,2,1
2604,birth,,12,5
2604,death,,10,2
2605,birth,,5,10
2605,death,,4,6
2606,birth,,132,3
2606,death,,128,2
2607,birth,,3,10
2607,death,,1,6
2608,birth,,12,9
2608,death,,,4
2609,birth,,2,3
2610,birth,,4,7
2610,death,,2,1
2611,birth,,2,8
2611,death,,,4
2612,birth,,,16
2612,death,,,2
2613,birth,,2,5
2613,death,,2,2
2614,birth,,,12
2614,death,,,10
2615,birth,,,6
2615,death,,1,4
2617,birth,,2,1
2617,death,,2,1
2618,birth,,2,
2618,death,,2,
2620,birth,,,2
2620,death,,,2
2621,birth,,4,
2621,death,,4,
2623,birth,,,2
2623,death,,,2
2624,birth,,,2
2624,death,,,2
2625,death,,,1
2627,birth,,,2
2627,death,,,2
2628,birth,,,2
2628,death,,,2
2630,birth,,5,
2630,death,,4,
2631,birth,,,4
2631,death,,,4
2635,birth,,1,
2637,birth,,4,
2637,death,,4,
2640,birth,,1,4
2640,death,,,4
2641,birth,,5,
2641,death,,2,
2644,birth,,,1
2645,birth,,,1
2647,birth,,,4
2647,death,,,4
2651,birth,,,7
2651,death,,,4
2653,birth,,1,
2655,birth,,11,
2655,death,,10,
2656,birth,,1,
2657,birth,,2,
2657,death,,2,
2658,birth,,3,
2658,death,,2,
2660,birth,,,1
2661,birth,,2,
2661,death,,2,
2662,birth,,,2
2663,birth,,,1
2664,birth,,1,
2665,birth,,,11
2665,death,,,10
2667,birth,,,2
2667,death,,,2
2668,birth,,,2
2668,death,,,2
2670,birth,,1,
2671,birth,,,2
2671,death,,,2
2674,birth,,2,1
2674,death,,2,
2678,birth,,1,
2680,birth,,1,1
2681,birth,,3,
2684,birth,,,3
2684,death,,,2
2685,birth,,,1
2688,birth,,,1
2691,birth,,2,2
2691,death,,2,
2695,birth,,12,
2695,death,,12,
2697,birth,,2,
2697,death,,2,
2698,birth,,4,
2698,death,,2,
2699,birth,,4,
2700,birth,,3,
2701,birth,,8,2
2701,death,,4,2
2702,birth,,3,
2703,birth,,10,
2703,death,,6,
2704,birth,,6,3
2704,death,,2,
2705,birth,,14,15
2705,death,,4,12
2706,birth,,9,2
2706,death,,5,
2707,birth,,6,8
2707,death,,,4
2708,birth,,3,7
2708,death,,,2
2709,birth,,6,11
2710,birth,,5,3
2711,birth,,1,11
2711,death,,,4
2712,birth,,,5
2713,birth,,,17
2713,death,,,6
2714,birth,,4,12
2714,death,,4,4
2715,birth,,,8
2715,death,,,4
2716,birth,,,7
2716,death,,,5
2717,birth,,,1
2718,birth,,,2
2724,birth,,,2
2724,death,,,2
2725,birth,,1,
2726,birth,,2,
2728,birth,,1,
2729,birth,,1,2
2730,birth,,2,
2732,birth,,,1
2733,birth,,,1
2734,birth,,,2
2736,birth,,3,2
2740,birth,,4,
2740,death,,4,
2743,birth,,4,
2745,birth,,3,
2748,birth,,4,
2748,death,,4,
2749,birth,,,2
2750,birth,,,4
2750,death,,,4
2751,birth,,2,
2751,death,,2,
2752,birth,,1,
2753,birth,,3,5
2753,death,,2,
2754,birth,,2,
2754,death,,2,
2755,birth,,,1
2755,death,,,1
2758,birth,,,4
2758,death,,,4
2761,birth,,,2
2761,death,,,2
2763,birth,,1,3
2763,death,,,2
2764,birth,,,2
2764,death,,,2
2765,death,,1,
2766,birth,,1,
2767,birth,,,1
2768,birth,,1,
2770,birth,,,1
2771,birth,,1,
2772,birth,,,1
2775,birth,2,2,1
2775,death,2,2,1
2778,birth,,1,
2779,birth,,2,
2783,birth,,,1
2784,birth,,3,
2784,death,,2,
2785,birth,,1,2
2785,death,,,2
2786,birth,,1,
2788,birth,,,2
2789,birth,,,2
2790,birth,,,1
2793,birth,4,,
2794,birth,,4,2
2794,death,,4,2
2795,birth,,6,1
2795,death,,6,
2796,birth,,2,
2796,death,,2,
2797,birth,,9,
2797,death,,6,
2798,birth,,8,
2798,death,,6,
2799,birth,,8,
