year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
1895,any,,51801,49033
1895,birth,9829,81790,148652
1895,death,7714,46985,86429
1895,marriage,,41050,81378
1895,other,,233,536
1895,residence,,6496,10831
1896,any,,35936,25966
1896,birth,6848,72840,123203
1896,death,5421,45615,80416
1896,marriage,,38837,74798
1896,other,,61,132
1896,residence,,3566,4938
1897,any,,32423,22876
1897,birth,5628,68599,125387
1897,death,4362,43581,82921
1897,marriage,,37910,76345
1897,other,,84,136
1897,residence,,3023,4232
1898,any,,37773,24329
1898,birth,8877,77531,124668
1898,death,7251,49656,83730
1898,marriage,,42081,77582
1898,other,,320,248
1898,residence,,3582,5626
1899,any,,34470,44541
1899,birth,7769,69444,133681
1899,death,6267,44626,81824
1899,marriage,,39383,75690
1899,other,,99,144
1899,residence,,3531,8270
1900,any,,180803,263296
1900,birth,139711,169093,278224
1900,death,76798,83563,141919
1900,marriage,25483,68605,127102
1900,other,5328,309,923
1900,residence,9990,41551,71518
1901,any,,36472,30980
1901,birth,9089,78485,133543
1901,death,7576,49829,86103
1901,marriage,,43300,81727
1901,other,,211,142
1901,residence,,9060,15585
1902,any,,32236,27188
1902,birth,8622,69326,141826
1902,death,7056,44381,95234
1902,marriage,,38778,84775
1902,other,,62,216
1902,residence,,3110,6620
1903,any,,33270,24093
1903,birth,8015,75409,121405
1903,death,6517,49871,84387
1903,marriage,,44113,77440
1903,other,,94,115
1903,residence,,3912,5040
1904,any,,31870,21766
1904,birth,7860,70568,123157
1904,death,6333,45886,84795
1904,marriage,,38561,76202
1904,other,,264,138
1904,residence,,3131,5505
1905,any,,43461,50407
1905,birth,12606,85759,159082
1905,death,10126,52807,96884
1905,marriage,,46047,89764
1905,other,,160,387
1905,residence,,5779,11105
1906,any,,33877,25769
1906,birth,8488,73409,124307
1906,death,7021,47041,82570
1906,marriage,,42659,76128
1906,other,,174,388
1906,residence,,3381,4942
1907,any,,33939,26459
1907,birth,8372,71315,134183
1907,death,6486,46595,94734
1907,marriage,,41607,86332
1907,other,,90,163
1907,residence,,3386,5898
1908,any,,34324,24651
1908,birth,10129,78485,125859
1908,death,8021,51178,86219
1908,marriage,,42433,74794
1908,other,,46,221
1908,residence,,3211,5934
1909,any,,34713,23618
1909,birth,8779,71196,130282
1909,death,6708,48566,90574
1909,marriage,,40480,79305
1909,other,,144,168
1909,residence,,3638,5417
1910,any,,82451,124343
1910,birth,24851,116113,217721
1910,death,20194,68050,127275
1910,marriage,,55103,106969
1910,other,,193,339
1910,residence,,23485,45176
1911,any,,37949,38469
1911,birth,10101,80663,147713
1911,death,8231,52240,95237
1911,marriage,,40844,82848
1911,other,,295,440
1911,residence,,8720,23666
1912,any,,36286,32382
1912,birth,13845,73804,143349
1912,death,11781,49631,99568
1912,marriage,,39384,85085
1912,other,,103,173
1912,residence,,3673,6881
1913,any,,33480,23411
1913,birth,10476,69003,124882
1913,death,8786,47208,92012
1913,marriage,,35905,76997
1913,other,,95,162
1913,residence,,3501,4325
1914,any,,33765,24626
1914,birth,11151,67849,130962
1914,death,9300,48461,94811
1914,marriage,,36317,81347
1914,other,,126,374
1914,residence,,3678,4842
1915,any,,46027,49753
1915,birth,15406,78290,150398
1915,death,12536,51644,98834
1915,marriage,,41352,79174
1915,other,,74,357
1915,residence,,6136,11004
1916,any,,30385,21684
1916,birth,9883,70065,120039
1916,death,8371,50665,88686
1916,marriage,,37273,72885
1916,other,,247,72
1916,residence,,2731,5595
1917,any,,32382,24197
1917,birth,11365,69766,117310
1917,death,9737,50568,87252
1917,marriage,,38621,70086
1917,other,,309,172
1917,residence,,3193,4161
1918,any,,38819,31322
1918,birth,14527,76262,132768
1918,death,12302,54859,92728
1918,marriage,,42240,71196
1918,other,,149,422
1918,residence,,3540,6804
1919,any,,34060,25913
1919,birth,11629,66154,118225
1919,death,9655,46850,88473
1919,marriage,,35523,69952
1919,other,,96,356
1919,residence,,3694,4737
1920,any,,95759,148370
1920,birth,39360,116111,218104
1920,death,32182,68810,139801
1920,marriage,,53798,107130
1920,other,,301,450
1920,residence,,26627,50426
1921,any,,30601,25825
1921,birth,12404,64695,121124
1921,death,10355,46767,92049
1921,marriage,,34364,73572
1921,other,,58,191
1921,residence,,3710,7197
1922,any,,31733,27393
1922,birth,14827,65748,134735
1922,death,12242,45251,100464
1922,marriage,,33767,80701
1922,other,,26,129
1922,residence,,3059,6176
1923,any,,32888,22608
1923,birth,15055,64432,112771
1923,death,12435,45494,86176
1923,marriage,,33140,66374
1923,other,,136,122
1923,residence,,3570,4723
1924,any,,33212,21795
1924,birth,14295,66386,113793
1924,death,12209,47591,85857
1924,marriage,,36244,68941
1924,other,,98,50
1924,residence,,3043,4981
1925,any,,43386,52010
1925,birth,21016,71594,138805
1925,death,17576,45488,94961
1925,marriage,,35505,77137
1925,other,,103,445
1925,residence,,4882,11802
1926,any,,30702,23236
1926,birth,16036,60287,114888
1926,death,13882,41115,84243
1926,marriage,,31575,66576
1926,other,,16,70
1926,residence,,2761,4946
1927,any,1,28123,21434
1927,birth,14685,59058,108432
1927,death,12572,40728,80043
1927,marriage,,32164,65012
1927,other,,33,91
1927,residence,,2496,5368
1928,any,,29714,21715
1928,birth,15041,60170,109819
1928,death,12463,41185,84448
1928,marriage,,30097,66974
1928,other,,84,100
1928,residence,,3185,4433
1929,any,,27738,22101
1929,birth,15252,55141,105092
1929,death,12636,36664,77570
1929,marriage,,27539,62508
1929,other,,53,20
1929,residence,,2635,5093
1930,any,,77970,133656
1930,birth,37660,95433,191804
1930,death,31368,56529,119762
1930,marriage,,43847,95952
1930,other,,83,355
1930,residence,,22952,48143
1931,any,,24235,20339
1931,birth,11257,50389,100817
1931,death,9556,36527,77385
1931,marriage,,28304,64654
1931,other,,76,
1931,residence,,2093,4670
1932,any,,25911,20003
1932,birth,15958,54851,98751
1932,death,13606,37123,74590
1932,marriage,,28163,56785
1932,other,,34,74
1932,residence,,1765,4109
1933,any,,25904,17702
1933,birth,14070,52878,85459
1933,death,11835,37172,65690
1933,marriage,,28922,50664
1933,other,,8,76
1933,residence,,2034,3286
1934,any,,23720,16502
1934,birth,13178,49325,88013
1934,death,11098,34967,68141
1934,marriage,,26637,53900
1934,other,,6,32
1934,residence,,1575,3191
1935,any,,33968,43839
1935,birth,20309,57283,106505
1935,death,16943,38241,74969
1935,marriage,,30125,63161
1935,other,,57,179
1935,residence,,4083,7962
1936,any,,23484,19183
1936,birth,15406,48804,169252
1936,death,12962,33646,68213
1936,marriage,,24990,53524
1936,other,,40,54
1936,residence,,1788,2976
1937,any,,23570,18544
1937,birth,13101,47953,89250
1937,death,10975,34422,68927
1937,marriage,,28055,55278
1937,other,,54,31
1937,residence,,1354,3089
1938,any,,25110,18741
1938,birth,14470,50868,83637
1938,death,11942,35073,64636
1938,marriage,,27834,51422
1938,other,,66,23
1938,residence,,2193,4354
1939,any,,27601,22514
1939,birth,13398,50066,88403
1939,death,10943,34360,66918
1939,marriage,,26470,54993
1939,other,,101,49
1939,residence,,3045,5459
1940,any,,74350,117177
1940,birth,30952,89361,160798
1940,death,25459,54399,102426
1940,marriage,,41564,82934
1940,other,,350,339
1940,residence,,22288,45676
1941,any,,23433,18360
1941,birth,11111,45419,80818
1941,death,9137,33583,62064
1941,marriage,,25613,51415
1941,other,,193,142
1941,residence,,1780,4430
1942,any,,25868,20636
1942,birth,15077,47323,85912
1942,death,12277,32330,66468
1942,marriage,,23901,53150
1942,other,,391,207
1942,residence,,2881,4309
1943,any,,24528,17540
1943,birth,13520,46635,75937
1943,death,11074,31297,58390
1943,marriage,,25074,48385
1943,other,,77,154
1943,residence,,2073,3011
1944,any,,24764,20355
1944,birth,12632,46905,82373
1944,death,10398,32605,64226
1944,marriage,,25586,51891
1944,other,,85,334
1944,residence,,1774,3461
1945,any,,33792,56033
1945,birth,21383,54339,100628
1945,death,17870,34808,74239
1945,marriage,,28458,58540
1945,other,,153,1219
1945,residence,,4014,9636
1946,any,,22616,24916
1946,birth,12151,44083,77125
1946,death,9117,29368,59443
1946,marriage,,24076,44971
1946,other,,20,248
1946,residence,,3036,3996
1947,any,,25073,20109
1947,birth,12593,44756,77472
1947,death,9665,28299,59681
1947,marriage,,23493,49325
1947,other,,13,233
1947,residence,,1644,3506
1948,any,,24323,21051
1948,birth,12937,44540,80441
1948,death,9572,29932,61670
1948,marriage,,22776,51400
1948,other,,12,103
1948,residence,,2107,3443
1949,any,,23154,18358
1949,birth,10422,40428,74679
1949,death,7822,27767,57130
1949,marriage,,22457,49219
1949,other,,38,61
1949,residence,,2182,3403
1950,any,,66968,170112
1950,birth,27635,76699,188082
1950,death,21794,45311,106557
1950,marriage,,34030,89022
1950,other,,30,305
1950,residence,,26129,73184
1951,any,,17488,16158
1951,birth,8915,35521,69026
1951,death,6547,25221,50853
1951,marriage,,20172,43079
1951,other,,10,18
1951,residence,,1146,4223
1952,any,,19339,17521
1952,birth,10638,34580,71068
1952,death,7966,24227,55067
1952,marriage,,17618,44064
1952,other,,,45
1952,residence,,1874,3265
1953,any,,17465,15806
1953,birth,10165,32001,61958
1953,death,7475,22176,48326
1953,marriage,,17274,39324
1953,other,,34,140
1953,residence,,1190,2592
1954,any,,18346,16154
1954,birth,10971,34107,65256
1954,death,8222,23397,49263
1954,marriage,,17389,40388
1954,other,,4,45
1954,residence,,1311,3657
1955,any,,22715,34835
1955,birth,12883,38955,81045
1955,death,9651,27069,56232
1955,marriage,,20327,45515
1955,other,,,47
1955,residence,,2092,6685
1956,any,,17640,16246
1956,birth,10772,33478,60346
1956,death,8174,23205,43296
1956,marriage,,18192,34267
1956,other,,,18
1956,residence,,1535,2969
1957,any,,17043,16432
1957,birth,8970,31675,61061
1957,death,6504,22057,42770
1957,marriage,,15917,33622
1957,other,,,85
1957,residence,,1175,2847
1958,any,,17383,15559
1958,birth,10223,36634,59898
1958,death,7717,25043,43005
1958,marriage,,17995,31872
1958,other,,12,6
1958,residence,,1165,2158
1959,any,,16930,16272
1959,birth,7880,29681,55519
1959,death,5720,21242,46679
1959,marriage,,15065,34743
1959,other,,26,13
1959,residence,,982,3509
1960,any,,34085,80369
1960,birth,20749,41532,110754
1960,death,16561,30942,67318
1960,marriage,,19951,49912
1960,other,,72,52
1960,residence,,5087,17111
1961,any,,13136,12777
1961,birth,8337,36143,56713
1961,death,5917,21224,40309
1961,marriage,,13802,30215
1961,other,,16,268
1961,residence,,989,2382
1962,any,,14400,14783
1962,birth,9179,37254,62601
1962,death,6987,21480,44646
1962,marriage,,14754,33246
1962,other,,,6
1962,residence,,1182,2428
1963,any,,14469,12905
1963,birth,9781,41199,58391
1963,death,7387,21815,39141
1963,marriage,,14980,28471
1963,other,,,12
1963,residence,,1218,1820
1964,any,,15085,13080
1964,birth,8639,29206,48302
1964,death,6308,20782,40260
1964,marriage,,13801,29261
1964,other,,8,22
1964,residence,,1157,1811
1965,any,,17691,28431
1965,birth,11885,40236,67800
1965,death,9306,24568,47571
1965,marriage,,16818,33456
1965,other,,3,61
1965,residence,,2285,5818
1966,any,,13554,14434
1966,birth,7952,35808,56480
1966,death,5803,21305,40802
1966,marriage,,14235,28428
1966,other,,,5
1966,residence,,1102,3342
1967,any,,14467,14310
1967,birth,8154,36698,56820
1967,death,6170,20338,42128
1967,marriage,,13455,29358
1967,other,,,16
1967,residence,,1254,2418
1968,any,,13925,15158
1968,birth,9568,36448,56309
1968,death,7491,21582,40342
1968,marriage,,13449,29155
1968,other,,14,41
1968,residence,,968,2544
1969,any,,13296,14513
1969,birth,8857,37372,56620
1969,death,6661,21888,42871
1969,marriage,,14669,29231
1969,other,,19,6
1969,residence,,906,2045
1970,any,,25718,59824
1970,birth,17927,46041,83910
1970,death,15196,29071,60842
1970,marriage,,17841,39387
1970,other,,6,48
1970,residence,,3783,12488
1971,any,,11459,11445
1971,birth,7997,25977,41206
1971,death,5819,19865,38266
1971,marriage,,12637,24551
1971,other,,3,2
1971,residence,,682,2268
1972,any,,12980,14371
1972,birth,9868,35275,55513
1972,death,7741,21253,44066
1972,marriage,,12767,28340
1972,other,,78,22
1972,residence,,814,2567
1973,any,,11295,13014
1973,birth,9321,26122,45152
1973,death,7048,21910,43605
1973,marriage,,11401,28530
1973,other,,5,80
1973,residence,,924,1973
1974,any,,12441,11956
1974,birth,9555,33030,51022
1974,death,7255,20953,41520
1974,marriage,,10577,27094
1974,other,,4,4
1974,residence,,990,2024
1975,any,,13422,22827
1975,birth,12511,36644,58056
1975,death,10167,21840,43846
1975,marriage,,12803,28484
1975,other,,,60
1975,residence,,1108,4068
1976,any,,10175,11732
1976,birth,10080,25739,41131
1976,death,7933,19417,37451
1976,marriage,,12242,24713
1976,other,,,24
1976,residence,,670,2036
1977,any,,11145,10863
1977,birth,9967,31936,47834
1977,death,8073,17404,36124
1977,marriage,,9900,22337
1977,other,,,1
1977,residence,,844,2424
1978,any,,11377,13017
1978,birth,10656,34654,48181
1978,death,8660,20071,35746
1978,marriage,,11143,21238
1978,other,,20,19
1978,residence,,660,2286
1979,any,,9977,11481
1979,birth,9663,34063,49082
1979,death,7656,18974,37962
1979,marriage,,11098,23904
1979,residence,,870,2243
1980,any,,19978,57444
1980,birth,20905,38979,76131
1980,death,18559,23948,59695
1980,marriage,,12196,35251
1980,other,,,59
1980,residence,,2644,11164
1981,any,,8045,9128
1981,birth,8979,32359,41106
1981,death,7071,17645,30128
1981,marriage,,9493,19043
1981,other,,,2
1981,residence,,614,1167
1982,any,,9412,9686
1982,birth,10808,31779,47309
1982,death,8862,17564,36513
1982,marriage,,9220,21766
1982,other,,,16
1982,residence,,565,1310
1983,any,,9247,9344
1983,birth,9911,33647,47137
1983,death,8182,18035,34959
1983,marriage,,9334,20654
1983,other,,,52
1983,residence,,649,1531
1984,any,,9767,9778
1984,birth,10180,31851,41346
1984,death,8673,19329,32832
1984,marriage,,10890,19260
1984,other,,10,24
1984,residence,,839,1830
1985,any,,10374,17700
1985,birth,13377,24249,42200
1985,death,11826,18496,39007
1985,marriage,,9716,21689
1985,other,,,52
1985,residence,,753,2947
1986,any,,8836,9847
1986,birth,11254,22968,33674
1986,death,9831,17185,31780
1986,marriage,,9224,18865
1986,other,,4,28
1986,residence,,945,1602
1987,any,,8650,9338
1987,birth,9810,24027,34932
1987,death,8562,18300,32184
1987,marriage,,8984,18650
1987,other,,,24
1987,residence,,492,1828
1988,any,,9586,10363
1988,birth,10054,23277,37418
1988,death,8971,18354,36943
1988,marriage,,8945,21434
1988,other,,,12
1988,residence,,779,1888
1989,any,,8566,11624
1989,birth,10759,23140,35508
1989,death,9555,17749,34905
1989,marriage,,8757,19178
1989,other,,4,
1989,residence,,730,1626
1990,any,,15012,44146
1990,birth,17558,26175,56485
1990,death,16897,20975,52536
1990,marriage,,10040,27476
1990,other,,9,22
1990,residence,,2526,9748
1991,any,,9220,8471
1991,birth,9067,21621,33712
1991,death,8150,17738,32163
1991,marriage,,7633,16867
1991,residence,,842,1560
1992,any,,8020,9716
1992,birth,10274,20758,34769
1992,death,9468,15820,33548
1992,marriage,,7187,17140
1992,other,,,8
1992,residence,,484,2304
1993,any,,8162,8842
1993,birth,10046,21883,31579
1993,death,9301,17325,30367
1993,marriage,,8313,16620
1993,other,,12,32
1993,residence,,459,1146
1994,any,,7796,8324
1994,birth,10768,23570,30208
1994,death,10150,19171,29713
1994,marriage,,9642,14808
1994,other,,52,60
1994,residence,,461,1103
1995,any,,9983,13715
1995,birth,13406,22379,35435
1995,death,13038,17643,34647
1995,marriage,,7938,16565
1995,other,,18,28
1995,residence,,1016,2305
1996,any,,8644,10453
1996,birth,11529,22039,32491
1996,death,10818,17162,31883
1996,marriage,,7391,15060
1996,other,,,23
1996,residence,,623,1608
1997,any,,7904,8713
1997,birth,11240,21183,32722
1997,death,10678,16281,32465
1997,marriage,,6710,16354
1997,other,,4,12
1997,residence,,790,1448
1998,any,,8420,9686
1998,birth,12774,21056,34548
1998,death,12143,16883,34817
1998,marriage,,6451,17014
1998,other,,4,13
1998,residence,,616,1467
1999,any,,8634,23186
1999,birth,13042,20977,44042
1999,death,12195,16424,39516
1999,marriage,,6833,18540
1999,other,,,109
1999,residence,,553,3703
2000,any,,14979,57317
2000,birth,26186,25233,56191
2000,death,33925,20731,50072
2000,marriage,1984,8084,24756
2000,other,661,,3861
2000,residence,949,2178,10462
2001,any,,6959,7691
2001,birth,11751,18962,30965
2001,death,10996,14371,31454
2001,marriage,,5819,14136
2001,residence,,417,1079
2002,any,,7862,7516
2002,birth,11879,20748,30657
2002,death,11136,15683,31042
2002,marriage,,6589,13124
2002,other,,20,
2002,residence,,500,1557
2003,any,,7444,7906
2003,birth,12182,20048,28747
2003,death,11442,14147,29266
2003,marriage,,5683,13443
2003,other,,,14
2003,residence,,432,1342
2004,any,,7161,7353
2004,birth,12416,18883,27873
2004,death,11505,13091,28290
2004,marriage,,4644,12257
2004,other,,,8
2004,residence,,500,1370
2005,any,,8320,11167
2005,birth,15132,20776,28982
2005,death,14390,15361,29769
2005,marriage,,6067,12152
2005,other,,12,26
2005,residence,,744,1643
2006,any,,7144,7262
2006,birth,13310,18233,27362
2006,death,12198,12565,27210
2006,marriage,,5523,12026
2006,other,,,16
2006,residence,,517,1151
2007,any,,7231,7642
2007,birth,14079,18001,26890
2007,death,12477,13029,27277
2007,marriage,,5578,12115
2007,other,,,15
2007,residence,,519,1062
2008,any,,6439,7356
2008,birth,15991,18450,23739
2008,death,14030,13201,23776
2008,marriage,,5580,10114
2008,other,,,54
2008,residence,,401,1357
2009,any,,6189,7285
2009,birth,16101,15957,26048
2009,death,13637,12412,26639
2009,marriage,,4905,11645
2009,residence,,359,1398
2010,any,,7737,18020
2010,birth,21274,16002,29904
2010,death,19516,14517,30925
2010,marriage,,5145,13584
2010,other,,,4
2010,residence,,806,3904
2011,any,,4993,6130
2011,birth,15358,12464,22182
2011,death,13673,11274,22973
2011,marriage,,3813,10495
2011,residence,,288,1015
2012,any,,4853,9539
2012,birth,15125,11344,25395
2012,death,15092,11795,25447
2012,marriage,,4252,10954
2012,residence,,609,1488
2013,any,,4422,6764
2013,birth,13820,11264,20975
2013,death,14503,12017,22739
2013,marriage,,4232,9594
2013,other,,14,4
2013,residence,,482,1072
2014,any,,5106,6773
2014,birth,12346,10811,21453
2014,death,13478,12633,23635
2014,marriage,,4207,9462
2014,other,,,9
2014,residence,,348,1289
2015,any,,5984,11581
2015,birth,16136,11014,22278
2015,death,17768,13447,24910
2015,marriage,,4176,8842
2015,other,,1,5
2015,residence,,808,1869
2016,any,,4577,7509
2016,birth,14239,9693,19498
2016,death,15688,11406,21449
2016,marriage,,3733,8498
2016,residence,,317,1306
2017,any,,4822,7458
2017,birth,14958,9717,19795
2017,death,16505,11216,22094
2017,marriage,,3404,8487
2017,other,,2,
2017,residence,,321,1700
2018,any,,5269,9101
2018,birth,17048,10631,20473
2018,death,18831,12473,23640
2018,marriage,,3855,9087
2018,residence,,334,1533
2019,any,,5967,8119
2019,birth,16907,10736,19607
2019,death,18782,13146,22379
2019,marriage,,3824,8444
2019,other,,20,44
2019,residence,,439,1299
2020,any,,8408,29984
2020,birth,21581,12738,31077
2020,death,24124,15642,33136
2020,marriage,,4831,12390
2020,other,,,42
2020,residence,,622,6805
2021,any,,7718,10483
2021,birth,23598,11567,20106
2021,death,26339,14413,23454
2021,marriage,,3871,6959
2021,other,,22,
2021,residence,,599,1469
2022,any,,9798,21290
2022,birth,25489,4799,26592
2022,death,29127,7616,31494
2022,marriage,,818,10161
2022,other,,14,12
2022,residence,,434,3429
2023,any,,11517,85735
2023,birth,19440,4958,85937
2023,death,21966,6837,75690
2023,marriage,,639,32853
2023,other,,5,99
2023,residence,,1638,17474
2024,any,,,43
2024,birth,199,,2467
2024,death,200,,2458
2024,marriage,,,1048
2024,residence,,,12
2025,any,,2,76
2025,birth,191,,2769
2025,death,192,,2883
2025,marriage,,,1250
2025,residence,,,52
2026,any,,,8
2026,birth,54,1,65
2026,death,55,,58
2026,marriage,,,3
2027,any,,,3
2027,birth,39,,33
2027,death,38,,31
2027,marriage,,,11
2027,residence,,,2
2028,birth,76,1,17
2028,death,81,,7
2028,marriage,,,9
2028,residence,,,14
2029,birth,52,,
2029,death,54,,
2030,any,,,2
2030,birth,230,1,2
2030,death,230,,1
2031,birth,10,,
2031,death,12,,
2032,birth,22,1,
2032,death,22,,
2033,any,,,8
2033,birth,50,2,26
2033,death,48,,
2033,residence,,,18
2034,any,,,1
2034,birth,12,,
2034,death,12,,
2035,birth,66,,
2035,death,66,,
2036,birth,44,,1
2036,death,44,,
2037,birth,6,,2
2037,death,6,,2
2038,birth,44,,
2038,death,45,,
2039,birth,28,,
2039,death,28,,
2040,birth,185,,
2040,death,185,,
2041,birth,25,,
2041,death,22,,
2042,birth,16,,
2042,death,17,,
2043,birth,48,,
2043,death,48,,
2044,birth,8,,
2044,death,4,,
2045,birth,99,2,
2045,death,101,,
2046,birth,18,,
2046,death,18,,
2047,birth,6,,
2047,death,6,,
2048,birth,16,,
2048,death,16,,
2049,birth,32,,
2049,death,31,,
2050,birth,685,,
2050,death,688,,
2051,birth,32,,
2051,death,32,,
2052,birth,18,,
2052,death,18,,
2053,birth,40,,
2053,death,40,,
2054,birth,20,,
2054,death,20,,
2055,birth,106,,
2055,death,106,,
2056,birth,74,,
2056,death,74,,
2057,birth,12,,
2057,death,12,,
2058,birth,56,,
2058,death,57,,
2059,birth,64,,
2059,death,64,,
2060,birth,294,,
2060,death,295,,
2061,birth,10,,
2061,death,10,,
2062,birth,10,,
2062,death,10,,
2063,birth,64,,
2063,death,64,,
2064,birth,22,,
2064,death,22,,
2065,birth,46,,
2065,death,48,,
2066,birth,22,,
2066,death,20,,
2067,birth,18,,
2067,death,18,,
2068,birth,34,,
2068,death,34,,
2069,birth,28,,
2069,death,28,,
2070,birth,226,,
2070,death,224,,
2071,birth,16,,
2071,death,16,,
2072,birth,12,,
2072,death,10,,
2073,birth,24,,
2073,death,24,,
2074,birth,21,,
2074,death,20,,
2075,birth,70,,
2075,death,71,,
2076,birth,28,,
2076,death,28,,
2077,birth,28,,
2077,death,28,,
2078,birth,25,,
2078,death,27,,
2079,birth,50,2,
2079,death,50,,
2080,birth,371,,
2080,death,372,,
2081,birth,28,,
2081,death,22,,
2082,birth,14,1,
2082,death,14,,
2083,birth,28,,
2083,death,26,,
2084,birth,30,,
2084,death,30,,
2085,birth,104,1,
2085,death,101,,
2086,birth,40,,
2086,death,38,,
2087,birth,34,,
2087,death,33,,
2088,birth,82,1,
2088,death,78,,
2089,birth,89,,
2089,death,88,,
2090,birth,324,,
2090,death,322,,
2091,birth,28,,
2091,death,28,,
2092,birth,14,,
2092,death,14,,
2093,birth,42,1,
2093,death,42,,
2094,birth,16,,
2094,death,16,,
2095,birth,44,,
2095,death,44,,
2096,birth,93,,
2096,death,92,,
2097,birth,23,,
2097,death,22,,
2098,birth,50,,
2098,death,51,,
2099,birth,144,2,
2099,death,140,,
2100,birth,360,1,
2100,death,352,,
2101,birth,14,,
2101,death,14,,
2102,birth,18,,
2102,death,18,,
2103,birth,20,1,
2103,death,20,,
2104,birth,10,,1
2104,death,8,,
2105,birth,11,1,
2105,death,8,,
2106,birth,12,,
2106,death,8,,
2107,birth,9,,1
2107,death,8,,
2108,birth,7,,
2108,death,8,,
2109,birth,34,,
2109,death,34,,
2110,birth,30,,
2110,death,28,,
2111,birth,16,,
2111,death,15,,
2112,birth,24,1,
2112,death,20,,
2113,birth,12,,
2113,death,12,,
2114,birth,4,,
2114,death,4,,
2115,birth,6,,
2115,death,6,,
2116,birth,6,,
2116,death,7,,
2118,birth,6,,
2118,death,6,,
2119,birth,,1,
2120,birth,8,,
2120,death,8,,
2121,birth,12,,
2121,death,15,,
2122,birth,4,,
2122,death,4,,
2123,birth,8,,1
2123,death,8,,
2125,birth,1,,
2127,birth,2,,
2127,death,2,,
2130,birth,8,,
2130,death,8,,
2132,birth,6,,
2132,death,6,,
2133,birth,2,,
2133,death,2,,
2135,birth,6,,
2135,death,6,,
2137,birth,1,,
2145,birth,4,,
2145,death,4,,
2146,birth,4,,
2146,death,4,,
2150,birth,26,,
2150,death,26,,
2152,birth,2,,
2152,death,2,,
2153,birth,2,,
2153,death,2,,
2154,birth,2,,
2155,birth,2,,
2155,death,2,,
2156,birth,2,,
2156,death,2,,
2158,birth,2,,
2158,death,2,,
2160,birth,2,,
2160,death,2,,
2170,birth,4,,
2174,birth,1,,
2180,birth,6,,
2180,death,6,,
2183,birth,2,,
2183,death,2,,
2184,birth,4,,
2184,death,4,,
2185,birth,2,,
2185,death,2,,
2186,birth,2,,
2186,death,2,,
2190,birth,1,,
2193,birth,,,1
2198,birth,2,,
2198,death,2,,
2199,birth,4,,
2199,death,2,,
2200,birth,44,,
2200,death,40,,
2201,birth,12,,
2201,death,12,,
2202,birth,7,,
2202,death,6,,
2203,birth,3,,
2203,death,2,,
2204,birth,2,3,
2205,birth,6,,
2205,death,8,,
2206,birth,1,,
2207,birth,18,,
2207,death,14,,
2208,birth,4,,
2208,death,4,,
2209,birth,7,,
2209,death,2,,
2210,birth,8,1,
2210,death,6,1,
2211,birth,1,,
2213,birth,8,,
2213,death,9,,
2214,birth,1,,1
2214,death,,,1
2218,birth,4,,
2218,death,4,,
2219,birth,2,,
2219,death,2,,
2220,birth,10,,
2220,death,10,,
2221,birth,4,,
2221,death,4,,
2222,birth,26,,
2222,death,27,,
2223,birth,4,,
2223,death,4,,
2232,birth,1,,
2233,birth,2,,
2233,death,2,,
2234,birth,2,,
2234,death,2,,
2236,birth,2,,
2236,death,2,,
2241,birth,3,,
2241,death,2,,
2245,birth,9,,
2245,death,8,,
2251,birth,4,,
2251,death,4,,
2255,birth,2,,
2255,death,2,,
2261,birth,4,,
2261,death,4,,
2262,birth,2,,
2262,death,2,,
2265,birth,6,,
2265,death,6,,
2269,birth,2,,
2269,death,2,,
2277,birth,,1,
2280,birth,2,,
2280,death,2,,
2282,birth,4,,
2282,death,4,,
2283,birth,2,,
2283,death,2,,
2285,birth,2,,
2285,death,2,,
2288,birth,2,,
2288,death,2,,
2291,birth,1,,
2298,birth,4,,
2298,death,4,,
2300,birth,16,,
2300,death,12,,
2301,birth,12,,
2301,death,10,,
2302,birth,6,,
2302,death,6,,
2303,birth,,1,
2304,birth,2,1,
2305,birth,5,,
2305,death,5,,
2307,birth,1,3,
2308,birth,10,1,
2308,death,8,,
2309,birth,3,,
2309,death,2,,
2310,birth,3,,
2310,death,3,,
2311,birth,4,1,
2311,death,4,,
2312,birth,8,,1
2312,death,6,,
2320,birth,4,,
2320,death,4,,
2321,birth,2,,
2321,death,2,,
2322,birth,2,,
2322,death,2,,
2323,birth,6,,
2323,death,7,,
2331,birth,2,,
2331,death,2,,
2333,birth,2,,
2333,death,2,,
2341,birth,2,,
2341,death,2,,
2345,birth,9,,
2345,death,8,,
2347,birth,2,,
2347,death,2,,
2348,birth,1,,
2350,birth,2,,
2350,death,2,,
2356,birth,2,,
2356,death,2,,
2360,birth,2,,
2360,death,2,,
2365,birth,8,,
2365,death,8,,
2369,birth,2,,
2369,death,2,,
2373,birth,2,,
2373,death,2,,
2379,birth,1,,
2391,birth,2,,
2391,death,2,,
2399,birth,8,,
2399,death,8,,
2400,birth,8,,
2400,death,6,,
2402,birth,7,,
2402,death,6,,
2403,birth,7,,
2403,death,4,,
2404,birth,,,1
2406,birth,1,,
2407,birth,5,,
2407,death,4,,
2408,birth,6,,
2408,death,6,,
2409,birth,1,,
2410,birth,6,,
2410,death,2,,
2412,birth,26,,
2412,death,22,,
2414,birth,,1,
2420,birth,,1,
2426,birth,2,,
2426,death,2,,
2429,birth,2,,
2429,death,2,,
2431,birth,2,,
2431,death,2,,
2432,birth,6,,
